customer_id,first_name,last_name,email,age,state,balance,signup_date
39,Emily,Evans,sarah10@example.com,52,CA,5577.61,2024-09-26
40,Anna,Garcia,williamanderson@example.com,73,PA,22686.19,2026-01-14
41,Natasha,Wood,samueldaniels@example.com,250,IL,38098.11,2024-09-09
42,Vanessa,Valdez,contrerasangela@example.net,82,NY,43525.93,2022-02-24
43,Natalie,Baker,invalid-email,56,IL,30448.51,2024-08-28
44,Jennifer,Harris,,37,CA,38125.54,2024-10-20
45,Maria,Williams,kellie42@example.net,85,NJ,29947.23,2023-11-04
46,Janice,Hoffman,jonesnicole@example.org,80,NJ,5593.39,2024-05-11
47,Mary,Aguilar,,64,CT,11972.62,2026-02-16
48,Laura,Valencia,jason31@example.com,48,WA,47347.47,2025-07-14
49,Nicole,Russell,sarayoung@example.org,28,FL,40801.16,2026-07-07
50,Lisa,Keith,whitesandra@example.com,34,PA,32987.54,2025-08-23
51,Michelle,Cochran,erik16@example.org,39,CT,26383.69,2025-12-04
52,Jeffrey,Velasquez,ybailey@example.org,72,MA,46445.67,2022-09-30
53,Donna,Ross,michelle45@example.net,43,CT,19949.61,2024-03-06
54,Erin,Anthony,sheila14@example.org,65,XX,44980.7,2024-07-14
55,Tonya,Johnson,yreed@example.com,75,NY,12395.28,2023-10-25
56,Tracey,Wilson,jonathanfletcher@example.org,26,CA,1051.71,2024-03-25
57,Lindsay,Mcdaniel,michaeljones@example.net,47,WA,11010.87,2026-03-28
58,Cindy,Alvarado,cortezkevin@example.com,27,NJ,11447.09,2024-12-19
59,Mark,Terry,,22,CA,3542.87,2025-01-07
60,Raven,Gilbert,richard04@example.com,-1,CT,33448.89,2022-09-07
61,Kristi,Lawson,steven73@example.net,45,IL,6615.59,2023-12-31
62,Rachel,Flynn,donnacampbell@example.net,78,MA,39230.97,2024-10-18
63,Matthew,Cardenas,emilywalker@example.org,70,MA,4716.29,2022-05-15
64,Brandon,Riggs,gibsonolivia@example.net,73,CA,21178.93,2022-08-09
65,Heather,Snyder,dylanwatts@example.org,77,NJ,33668.23,2025-07-11
66,Jeffery,Brock,pwilliams@example.org,30,NJ,20131.06,2023-11-30
67,Laurie,Contreras,,61,NY,12432.82,2026-02-03
68,Ronald,Meadows,vmerritt@example.com,42,IL,22430.68,2023-11-19
69,Karen,Larsen,katie87@example.net,72,PA,13927.26,2022-10-30
70,Scott,Reeves,josephflores@example.net,49,XX,22156.54,2022-01-13
71,Edward,Reyes,,30,NJ,32607.24,2023-04-15
72,Steven,Brown,invalid-email,19,NY,46318.35,2026-05-13
73,Andrew,Gilmore,wwoods@example.com,48,PA,20320.7,2025-05-26
74,Melissa,Ashley,vmedina@example.net,79,MA,43232.52,2025-08-19
75,Rachael,Freeman,ryan06@example.com,25,PA,18948.66,2024-12-23
76,Lauren,Ramsey,ncalhoun@example.net,67,CT,46325.9,2021-10-07
77,Phillip,Elliott,millerroy@example.com,76,CT,21150.37,2022-07-17
78,Jorge,Murphy,wmurphy@example.com,80,PA,9494.89,2023-01-09
79,Stephanie,Fisher,ruizkaitlyn@example.org,45,NJ,28959.01,2026-08-19
80,Michael,Santos,websterstefanie@example.org,25,CA,2858.26,2025-10-30
81,Christine,Allen,kcaldwell@example.org,79,IL,45969.36,2023-12-16
82,Jonathan,Wood,stricklandfrank@example.com,85,PA,2843.98,2022-03-04
83,Anthony,Collins,tsanders@example.org,83,NY,42567.13,2022-01-04
84,Hannah,Burton,terrykevin@example.net,26,WA,3398.04,2024-08-19
85,David,Riggs,reedross@example.com,48,TX,5994.33,2021-12-22
86,Deborah,Smith,gshort@example.com,49,WA,29725.96,2026-06-09
87,Cynthia,Poole,ryangross@example.net,28,TX,32868.66,2022-12-25
88,Lindsey,Medina,umarshall@example.net,84,CA,46735.31,2022-12-22
89,Melissa,Rivas,ramirezshannon@example.com,44,CA,11934.3,2024-06-25
90,Elizabeth,Rogers,lrosales@example.com,68,PA,33584.51,2022-09-10
91,Lauren,Peterson,angela83@example.org,56,FL,15808.86,2022-11-02
92,Richard,Peters,hannahbrewer@example.com,27,NJ,22914.28,2023-11-15
93,Andre,Phillips,tholt@example.net,30,NY,26881.72,2024-07-16
94,Thomas,Schmidt,jbarajas@example.com,82,CT,6622.83,2023-05-23
95,Shawn,Parker,davidlee@example.org,62,NY,43963.51,2025-05-07
96,Stephanie,Vaughn,javierwashington@example.net,65,CT,7887.34,2024-07-31
97,Kathleen,Carlson,wallkenneth@example.com,56,WA,49192.67,2022-07-12
98,Alexis,Ferguson,brandon08@example.com,85,NJ,33393.16,2025-02-13
99,David,Oneill,agarcia@example.net,56,NY,46946.5,2023-01-20
100,Timothy,Peterson,,35,CT,5771.43,2025-09-29
101,Richard,Jones,hernandezlisa@example.com,31,IL,7772.4,2022-01-21
102,John,Grant,yobrien@example.net,54,WA,10531.48,2022-10-05
103,Alexandra,Hayes,levans@example.com,61,MA,34374.86,2023-02-27
104,Christine,Lynch,mezajared@example.org,51,IL,24426.59,2022-12-15
105,Christopher,Allen,moorericky@example.net,24,NY,31714.22,2024-08-07
106,Kelly,Hall,jacqueline71@example.net,53,NJ,177.28,2022-10-19
107,Joseph,Moody,ronaldstephens@example.net,34,CT,8079.1,2022-05-18
108,Joseph,Thomas,,74,IL,35283.37,2025-10-02
109,Samantha,Gonzales,invalid-email,19,NY,3762.19,2026-05-07
110,Vincent,Snyder,,37,IL,1801.41,2023-03-30
111,John,Davis,keyemily@example.com,65,WA,27626.25,2024-07-06
112,Kathryn,Thompson,lmoon@example.net,73,PA,2091.44,2023-10-24
113,Lisa,Costa,vbailey@example.com,64,NJ,44946.23,2024-12-25
114,Mia,Rivera,zroberts@example.net,44,MA,33346.67,2021-10-25
115,Christopher,King,,63,IL,44206.74,2025-10-04
116,Aaron,Booth,,70,WA,37473.88,2023-06-10
117,Katherine,Garrett,harrisandrea@example.com,48,PA,48810.3,2023-10-28
118,Helen,Martinez,jennifercollins@example.org,40,TX,1239.32,2024-05-23
119,Christopher,Gay,murraydavid@example.org,60,TX,40111.76,2024-02-15
120,Jennifer,Hicks,robert77@example.org,49,CT,7959.89,2023-12-01
121,Duane,Lee,michellehill@example.com,31,TX,43608.34,2023-05-01
122,Kristin,Adams,campbellkenneth@example.net,78,MA,9978.64,2024-07-13
123,Donna,Grimes,wryan@example.com,76,CA,15259.54,2024-05-23
124,Amy,Gibson,molly39@example.com,47,MA,1183.22,2022-10-19
125,Kimberly,Williams,zthornton@example.com,42,TX,16413.1,2023-07-25
126,Elizabeth,Hoover,tylerjohnson@example.net,26,CT,17557.31,2026-06-17
127,Martin,Garcia,dgarcia@example.org,83,TX,33975.91,2025-03-30
128,Robert,Pena,,60,NJ,5767.09,2023-04-29
129,Heather,Santos,melissa86@example.com,51,PA,29029.49,2024-10-07
130,Paige,Freeman,williamsonjimmy@example.net,51,NJ,5420.13,2026-03-28
131,Wendy,Francis,wgood@example.net,73,CA,36427.25,2025-02-25
132,Craig,Jackson,rebecca05@example.org,58,TX,30310.44,2023-02-05
133,Nicholas,Thomas,yknight@example.org,83,NY,19259.77,2022-06-25
134,Christian,Pitts,tyleraguilar@example.org,42,CT,2219.33,2023-12-09
135,Jonathan,Scott,nolansteven@example.com,73,NJ,25996.02,2025-01-07
136,Eric,Alexander,vanessa46@example.net,43,CA,21564.87,2022-11-18
137,Megan,Gonzalez,gcastaneda@example.org,60,WA,15695.78,2023-07-16
138,Michael,Phillips,andrew64@example.org,33,CT,25356.13,2024-06-17
139,Gina,Garner,lozanojulie@example.com,70,CA,20120.02,2025-07-06
140,Jerry,Pham,danaoliver@example.net,55,IL,6364.39,2025-05-30
141,Katrina,Becker,,71,TX,33865.9,2021-10-30
142,Kristina,Johnson,jessica14@example.com,40,WA,28455.26,2025-05-15
143,Gregory,Anderson,alyssa42@example.com,69,IL,41686.26,2026-03-15
144,Sherry,Coffey,julie51@example.com,56,CT,10509.13,2026-06-13
145,Donald,Levy,zcoffey@example.net,59,FL,22089.3,2023-06-18
146,Krystal,Smith,gibsonemily@example.net,45,IL,23659.31,not-a-date
147,Parker,Little,daniel37@example.org,39,NY,14189.32,2024-09-23
148,Sherry,Murphy,deborahreid@example.com,60,NY,40921.17,2026-03-07
149,Kevin,Ortiz,brandonjohnson@example.com,48,CT,11232.03,2022-03-19
150,Jimmy,Medina,qchavez@example.net,43,PA,1221.27,2025-02-11
151,Amber,Matthews,nicolepena@example.com,49,FL,30563.7,2024-09-16
152,Sheila,Ramirez,,27,FL,20722.05,2022-02-16
153,Gina,Stephens,bruce43@example.org,42,TX,24718.86,2026-05-18
154,Madison,Davis,darleneharper@example.org,49,PA,32802.9,2021-11-19
155,Matthew,Zhang,caseyhubbard@example.org,18,NY,38921.02,2024-07-25
156,Lisa,Hall,kristinacarlson@example.com,46,PA,40205.49,2025-12-04
157,Duane,Anderson,lauren10@example.org,84,FL,2510.92,2021-09-15
158,Kristy,Young,alfred40@example.org,49,NY,22823.09,2025-05-05
159,Alicia,Reese,xwest@example.net,77,IL,49394.62,2024-08-07
160,Shannon,Walker,acostaregina@example.net,58,FL,30632.62,2024-03-28
161,Stephen,Maynard,lutzmelanie@example.com,82,TX,41528.46,2025-01-23
162,Tracy,Browning,lammarc@example.org,75,PA,37182.77,2021-12-17
163,Joshua,Schultz,oscar98@example.com,78,FL,12959.58,2023-11-25
164,Catherine,Garcia,farrelldebra@example.net,49,CT,38290.68,2025-03-27
165,Jason,Hayes,robertwilcox@example.com,84,FL,31337.42,2023-09-18
166,Cody,Simmons,nicholas27@example.org,53,FL,3874.17,2022-02-01
167,Christopher,Reynolds,lisa80@example.net,54,MA,13585.76,2026-06-01
168,Anna,Santiago,qgomez@example.com,58,IL,4028.88,2025-12-22
169,Jennifer,Schmitt,michael98@example.org,37,MA,19151.76,2022-05-28
170,Timothy,Boone,megan51@example.com,37,MA,3211.44,2024-07-02
171,Lindsay,Bruce,lynchdiane@example.net,70,CA,27130.56,2022-12-20
172,Henry,Park,sandra50@example.org,71,NJ,10341.72,2025-12-25
173,Ashley,Morales,joycebonilla@example.org,71,TX,45241.92,2025-05-13
174,Jason,Barnes,eric45@example.net,-1,WA,19019.05,2024-08-12
175,Nicole,Moore,craigjoseph@example.net,18,CA,14930.63,2023-10-02
176,Catherine,Perry,,67,TX,26911.03,2022-03-09
177,Erika,Watkins,brandon69@example.org,46,FL,10971.08,2021-09-02
178,Kevin,Clark,kathrynroberts@example.org,73,FL,1451.24,2021-09-02
179,Julie,Thompson,opatel@example.net,61,TX,36209.07,2024-06-04
180,Elizabeth,Gomez,chensley@example.com,77,PA,49036.1,2021-09-22
181,Samantha,Atkins,tberry@example.net,21,TX,29594.64,2023-09-21
182,Darius,Smith,george97@example.net,21,NY,32137.48,2026-03-26
183,Christopher,Richard,ryanmorales@example.org,35,FL,9086.45,2023-08-12
184,Kyle,Morgan,kimberly18@example.net,51,TX,16367.63,2022-03-15
185,William,Bullock,michael23@example.org,76,CA,16875.03,2022-05-13
186,James,Morrison,thompsonkendra@example.com,66,CT,37600.49,not-a-date
187,Anne,Riley,michelle52@example.com,71,CT,41745.55,2021-12-21
188,Scott,Turner,brittany58@example.org,78,NJ,37451.21,2023-03-09
189,Shannon,Brown,chase19@example.net,24,CA,11211.11,2024-03-02
190,Steven,Spencer,colelisa@example.net,26,NJ,37711.66,2022-07-28
191,Cassidy,Mason,hayeslisa@example.com,49,MA,41961.44,2026-07-18
192,Christopher,Lucas,wrightsamuel@example.com,37,MA,6311.05,2024-04-02
193,Chelsea,Cox,paul59@example.org,32,WA,47387.85,2025-07-30
194,Deborah,Jones,grantpaul@example.com,77,CT,38344.9,2025-04-02
195,Diane,Escobar,,39,WA,30362.37,2026-03-20
196,Kyle,Douglas,tanderson@example.org,32,PA,48236.04,2023-03-07
197,Nicholas,Conner,elizabethcalderon@example.net,31,WA,1283.92,2026-08-14
198,Rita,Davis,bromero@example.com,57,WA,33867.36,2023-03-06
199,Stephanie,Peterson,ilee@example.org,66,TX,47073.53,2022-01-06
200,Megan,Garcia,stanleynancy@example.net,43,NY,29604.89,2022-04-15
201,Nicholas,Martin,jenniferwilliams@example.com,49,NY,34859.65,2025-01-05
202,John,Wallace,karen73@example.net,56,WA,40276.4,2022-10-29
203,Tammy,Mueller,michealvalentine@example.com,23,CA,26637.26,2023-12-10
204,Juan,Reyes,mburch@example.net,65,NY,25298.04,2022-04-28
205,John,Davidson,angela18@example.org,61,NJ,42478.78,2023-01-21
206,Kathryn,Nelson,mariahdavis@example.org,80,NY,21676.17,2025-09-19
207,Nicole,Arias,gbrown@example.com,64,FL,35365.43,2022-10-23
208,Virginia,Brooks,florescory@example.net,73,PA,36689.77,2024-11-18
209,Lacey,Taylor,samantha72@example.net,52,WA,40409.96,2023-12-24
210,Christina,Bullock,scottmary@example.net,79,FL,21778.72,2026-05-02
211,Chelsea,Henderson,,52,CA,42585.66,2023-09-25
212,Laura,Bryant,copelandvincent@example.net,29,CT,44081.56,2021-09-18
213,Zachary,Allen,kellysmith@example.com,49,FL,28492.48,2022-11-01
214,Robert,Beck,millsmichael@example.net,66,CA,1435.0,2024-05-09
215,Kristin,Romero,myerstheodore@example.net,59,PA,24377.5,2023-07-26
216,Nathaniel,Burgess,kristina53@example.net,250,CT,17016.94,2024-12-01
217,Dale,Perkins,dennis58@example.com,53,IL,507.56,2025-09-13
218,Gregory,Maxwell,epollard@example.net,42,NY,12067.8,2022-07-18
219,Dennis,Baldwin,mjohnson@example.org,70,FL,27758.81,2025-08-03
220,Nina,Stewart,zachary87@example.com,48,FL,32295.14,2021-10-24
221,Deborah,Mitchell,glennmartin@example.org,80,FL,39646.64,2025-08-18
222,Samuel,Ross,ykline@example.com,29,CT,11079.82,2026-07-02
223,Tyler,Jimenez,laurie61@example.com,49,CT,33198.0,2024-08-23
224,Lynn,Gardner,invalid-email,65,FL,27673.65,not-a-date
225,Jennifer,Jackson,cbell@example.net,62,TX,49831.57,2025-12-25
226,Michael,Bolton,danielle01@example.net,60,CA,35142.75,2024-10-26
227,Michael,Owen,stephaniethomas@example.net,52,CT,12570.18,2025-01-08
228,Samuel,Martinez,kimberlydiaz@example.com,33,MA,15777.4,2026-05-19
229,Antonio,Hernandez,xrush@example.com,41,MA,10819.23,2025-06-13
230,Audrey,Moreno,redwards@example.org,79,CT,36229.25,2026-06-08
231,Anthony,Lopez,hmcintyre@example.com,130,WA,14149.94,2025-07-04
232,Jane,Lewis,heather73@example.org,30,MA,14812.32,2022-04-23
233,Charles,Thompson,zosborn@example.net,64,PA,15113.38,2026-06-21
234,Valerie,Contreras,invalid-email,34,CT,2275.79,2025-11-21
235,Jennifer,Ho,laurahicks@example.org,24,XX,14606.83,2026-07-23
236,Laura,Young,jjohnson@example.net,34,FL,5129.38,2023-06-24
237,Linda,Arnold,,19,WA,14216.97,2025-03-24
238,Alicia,Hammond,martinezlogan@example.org,79,FL,17035.3,2023-11-19
239,Erin,Cooper,katrinaanderson@example.net,24,CT,47053.18,2026-03-09
240,Brian,Martinez,kevinmartin@example.net,79,NY,41105.78,2022-10-04
241,Stacey,Stone,meghan43@example.net,69,FL,3704.11,2026-06-01
242,Joshua,Weber,shawgary@example.net,24,PA,7459.88,2022-05-27
243,Donna,Le,megan90@example.org,56,NY,49695.91,2022-01-14
244,Stacy,Wise,debra96@example.net,33,IL,38222.17,2024-10-29
245,Tyler,Burton,dawn47@example.org,46,IL,19018.9,2025-08-28
246,Gail,Evans,barkereric@example.com,74,CT,43008.33,2024-01-20
247,James,Lawson,michelle55@example.com,72,CT,28431.47,2022-04-14
248,Mitchell,Hoffman,john14@example.com,25,WA,48005.44,2022-11-14
249,Colin,Roberts,alin@example.org,30,MA,31275.75,2026-06-12
250,Rachel,Li,james27@example.net,51,NY,7852.85,2023-12-19
251,Natasha,Jimenez,landrywilliam@example.org,40,IL,3753.24,2022-09-16
252,Michael,Williams,pharper@example.net,18,TX,22525.19,2023-12-26
253,Amanda,Boone,qanderson@example.net,78,CT,1631.99,2023-06-18
254,Richard,Williams,hudsonjames@example.net,54,CT,35149.38,2023-01-28
255,Paul,Cole,marcia99@example.org,76,NY,34369.25,2022-04-11
256,Colin,Brooks,angela52@example.org,51,WA,33059.15,2024-08-23
257,Richard,Williams,taylormason@example.com,43,TX,5738.82,2024-03-24
258,Eduardo,Barry,markaustin@example.org,46,PA,45420.57,2023-08-06
259,Christina,Kirby,william88@example.com,36,NY,2981.9,2025-03-05
260,Kevin,Cabrera,,57,WA,37447.89,2023-03-04
261,Rachel,Wiggins,carlsonjoseph@example.net,54,FL,6217.68,2025-07-19
262,Kimberly,Lane,silvageorge@example.net,56,TX,47133.81,2025-03-28
263,Kim,James,anthonyvaughan@example.org,82,IL,24689.76,2022-08-02
264,Scott,Barnes,avaughn@example.net,28,WA,1993.04,2025-07-04
265,Samantha,Salas,thorntonapril@example.net,73,CA,30185.68,2023-04-04
266,Eileen,Fox,sue78@example.com,21,NY,11446.22,2024-05-13
267,Erica,Dillon,chelsea33@example.com,20,CT,28812.35,2024-06-03
268,Jeffrey,Dudley,kellie37@example.com,40,FL,25948.19,2024-01-12
269,Ann,Michael,keith98@example.com,74,CT,9074.46,2026-02-10
270,Ralph,Reed,kellyroberts@example.net,73,FL,48452.76,2022-01-10
271,Sandra,Douglas,ilewis@example.com,78,CA,20417.4,2026-04-19
272,Heather,Taylor,johnsantiago@example.net,59,NY,42886.65,2022-10-05
273,Jesse,Garcia,jennifer12@example.org,60,TX,34683.68,2026-06-16
274,Tiffany,Moore,mwoods@example.com,54,TX,40678.3,2023-03-28
275,Debbie,Velez,pearsonjesse@example.net,22,INVALID,4402.99,2025-04-01
276,Sharon,Gentry,robertmonroe@example.org,50,CA,5796.08,2026-08-14
277,Randy,Simpson,nancy04@example.net,69,IL,41246.36,2024-08-24
278,Sarah,Rogers,ihays@example.net,18,IL,-610.61,2024-02-07
279,Sheena,Rosales,znelson@example.org,24,MA,25921.97,2023-04-15
280,Jessica,Wong,alexisrogers@example.com,81,FL,37999.53,2024-06-21
281,Katherine,Thompson,gwilcox@example.com,44,CT,27460.98,2022-01-24
282,Elizabeth,Lopez,thomasboyle@example.org,54,FL,44042.33,2022-12-08
283,Joe,Molina,kevin90@example.com,80,NY,1443.47,2024-11-25
284,Heather,Brown,marshallerik@example.net,48,PA,15537.51,2024-02-23
285,Paula,Padilla,invalid-email,19,IL,20399.53,2022-09-26
286,Susan,Mendoza,madkins@example.com,46,NY,23072.39,2023-09-17
287,Andrea,Ruiz,kathleenbecker@example.net,33,PA,24918.78,2025-12-31
288,Christopher,Griffin,christian91@example.org,55,IL,35270.58,2025-10-11
289,Rebecca,Harris,franklinbond@example.com,71,FL,49012.23,2022-03-19
290,Jamie,Aguilar,nolansean@example.org,49,FL,27563.25,2023-11-25
291,William,Bryant,hansenemily@example.com,67,MA,46093.41,2025-04-01
292,Randy,Velasquez,bethwilliams@example.com,83,PA,43201.35,2025-02-18
293,Amber,Brown,andersenthomas@example.com,53,TX,16993.76,2023-09-04
294,Kayla,Cannon,ybrooks@example.com,82,CT,41027.47,2025-12-24
295,Rebecca,Bennett,desireebailey@example.org,54,CT,41873.8,2026-08-06
296,Phillip,Anderson,maryavila@example.com,-10,PA,22327.37,2023-12-12
297,Jennifer,Coleman,pmorrow@example.com,79,CA,16622.0,2023-05-13
298,Joshua,Pineda,,66,FL,46642.61,2025-06-18
299,Nicole,Smith,carloswheeler@example.com,42,MA,28589.88,2024-08-15
300,Jacqueline,Williams,moralesjimmy@example.org,47,TX,2182.36,2025-05-28
301,Kimberly,Taylor,,78,TX,19303.94,2024-08-15
302,Emily,Flores,nancy83@example.com,37,FL,48241.22,2023-02-19
303,Bruce,Fry,conniesimmons@example.com,34,IL,48267.68,2021-11-12
304,Maxwell,Schneider,ufloyd@example.net,60,NY,43709.52,2023-09-18
305,Edward,Bennett,oallen@example.com,74,NY,26297.55,2025-12-02
306,Drew,Ford,harttammy@example.net,76,NJ,36122.19,2024-04-13
307,Paul,Scott,,70,PA,3741.41,2024-04-23
308,Maria,Williams,mnunez@example.org,51,CA,31162.97,2026-01-01
309,Jacob,Gill,timothybooth@example.com,68,NY,42588.26,2023-02-23
310,Regina,Lewis,,66,CA,31339.96,2026-03-16
311,Heather,Padilla,jherman@example.com,80,IL,1794.95,2025-07-05
312,Oscar,Ferguson,kyle58@example.com,26,MA,31558.05,2023-12-18
313,Leah,Bowen,robin55@example.com,54,MA,37338.32,2021-11-10
314,Michelle,Figueroa,greensarah@example.net,73,NY,38018.48,2025-03-26
315,Kenneth,Gonzalez,noahwhitaker@example.com,30,FL,8318.24,2024-05-21
316,Sherry,Morgan,plevy@example.net,56,NJ,2299.55,2024-02-01
317,Gary,Norton,donaldpayne@example.org,25,CT,17923.17,2026-03-21
318,Amber,May,warrenmary@example.org,73,PA,12209.87,2026-05-11
319,Elizabeth,Duran,otaylor@example.org,250,WA,34090.02,2021-12-21
320,Edward,Robinson,,41,PA,8753.47,2024-12-19
321,Christina,Webb,ismith@example.net,66,WA,34156.73,2023-09-09
322,Alvin,Bowen,andre62@example.org,81,WA,7155.89,2026-03-23
323,Alice,Allen,lisa46@example.org,77,CT,22978.52,2023-07-01
324,Richard,Cunningham,kevinclayton@example.org,-10,FL,45060.47,2024-11-25
325,Michele,Malone,sullivannicholas@example.com,38,NY,22086.49,2021-11-29
326,Albert,Jackson,,62,WA,14957.71,2024-06-17
327,Michaela,Davis,hallrachel@example.net,72,CT,22841.79,2026-01-26
328,Thomas,Williams,cohenjuan@example.net,56,MA,49968.68,2024-06-13
329,Antonio,Mcfarland,alexis39@example.org,79,NY,11860.29,2025-05-24
330,Jennifer,Sanders,evansanne@example.net,63,WA,14793.62,2025-10-21
331,Paul,Mosley,patrick21@example.net,55,NJ,48897.22,2025-05-11
332,Michael,Davis,marypeterson@example.net,68,CT,404.9,2026-05-29
333,Randy,Ayala,walterskristen@example.com,24,WA,37258.61,2024-02-01
334,Michael,Pugh,llopez@example.net,54,MA,30353.25,2023-07-14
335,Kelsey,Phillips,jennifermiller@example.org,63,MA,31830.89,2023-07-14
336,Kristen,Moore,gstewart@example.org,50,PA,31412.41,2021-08-28
337,Kyle,Ward,curtis12@example.com,23,CT,39430.52,2023-11-17
338,Angela,Russell,davisangela@example.net,22,WA,18243.06,2024-08-15
339,Mark,Cruz,robert18@example.org,34,NY,45481.39,2024-06-28
340,Gavin,James,josephadams@example.org,59,TX,8782.0,2021-12-12
341,Ryan,Fisher,xpatton@example.com,34,IL,43823.03,2026-05-10
342,Jennifer,Simpson,stephentaylor@example.org,64,IL,25089.74,2026-05-18
343,Martin,Oliver,scott69@example.org,52,PA,12848.5,2023-02-18
344,Carrie,Dominguez,zedwards@example.com,79,CT,37327.97,2023-02-02
345,Heather,Henry,markramirez@example.com,61,NY,23416.57,2023-06-16
346,Sarah,Gonzalez,erinpierce@example.net,27,PA,37707.57,2023-12-10
347,Jeanette,Gonzales,marie16@example.net,46,TX,-4120.04,2024-02-17
348,Cynthia,Allen,jennifermccormick@example.org,64,NY,39534.1,2023-11-17
349,Carla,Aguilar,ystephens@example.com,19,CT,26828.62,2025-02-20
350,Lisa,Wheeler,rodriguezjohn@example.net,76,CA,33641.42,2023-05-29
351,Deborah,Williams,vrasmussen@example.com,51,WA,19051.27,2022-02-28
352,Corey,Walker,seanmyers@example.net,65,NY,33741.83,2024-07-29
353,Vincent,Cooper,webbkenneth@example.org,78,NJ,30977.34,2022-03-19
354,Shelia,Thomas,matthew38@example.com,59,WA,11068.36,2023-05-17
355,Connor,Bowen,tflores@example.org,26,FL,45469.38,2025-09-07
356,Darin,Sweeney,byrdfrank@example.net,56,TX,5833.8,2022-11-07
357,Greg,Moore,omullen@example.com,23,NJ,15218.23,2024-10-12
358,Jacob,Sandoval,njohnson@example.org,81,NY,4859.6,2023-11-18
359,Russell,Smith,jamiegoodwin@example.org,35,TX,22682.19,2024-07-08
360,Lauren,Herrera,mark71@example.com,71,WA,37113.45,2024-12-26
361,Tracy,Church,candice96@example.net,37,TX,32746.09,2022-03-15
362,Michael,Ellis,lisamccarthy@example.com,80,WA,20405.79,2026-03-24
363,Brittany,Powers,david41@example.org,53,NJ,34514.03,2023-07-02
364,Donald,Price,baileyhenderson@example.com,45,FL,22234.79,2024-10-23
365,Heather,Brewer,angelaburns@example.org,48,CA,4967.73,2022-07-26
366,Megan,Harvey,stephanie72@example.org,65,IL,45084.81,2025-09-16
367,Tamara,Wagner,fortiz@example.com,63,NJ,19906.98,2025-03-08
368,Scott,Jackson,flynnjeffrey@example.org,42,NY,47450.54,2023-01-03
369,Amanda,Jackson,,76,NY,33138.44,2024-05-19
370,Daniel,Wilson,amber07@example.net,20,NJ,39339.73,2022-09-22
371,Ronald,Fitzgerald,kennethkidd@example.com,49,PA,39348.9,2022-12-12
